datetime,energy (kWh)
2024-03-03 06:00:00,10.74
2024-03-03 07:00:00,16.43
2024-03-03 08:00:00,23.73
2024-03-03 09:00:00,25.36
2024-03-03 10:00:00,26.25
2024-03-03 11:00:00,27.46
2024-03-03 12:00:00,25.54
2024-03-03 13:00:00,24.62
2024-03-03 14:00:00,28.02
2024-03-03 15:00:00,27.89
2024-03-03 16:00:00,26.67
2024-03-03 17:00:00,17.81
2024-03-03 18:00:00,16.22
2024-03-03 19:00:00,17.07
2024-03-03 20:00:00,16.51
2024-03-03 21:00:00,15.03
2024-03-03 22:00:00,10.65
2024-03-03 23:00:00,9.61
2024-03-04 00:00:00,9.25
2024-03-04 01:00:00,8.7
2024-03-04 02:00:00,9.55
2024-03-04 03:00:00,9.77
2024-03-04 04:00:00,11.17
2024-03-04 05:00:00,11.44
2024-03-04 06:00:00,9.99
2024-03-04 07:00:00,12.92
2024-03-04 08:00:00,21.31
2024-03-04 09:00:00,27.12
2024-03-04 10:00:00,26.54
2024-03-04 11:00:00,28.7
2024-03-04 12:00:00,30.5
2024-03-04 13:00:00,36.68
2024-03-04 14:00:00,36.2
2024-03-04 15:00:00,34.16
2024-03-04 16:00:00,32.02
2024-03-04 17:00:00,41.16
2024-03-04 18:00:00,55.34
2024-03-04 19:00:00,53.46
2024-03-04 20:00:00,50.14
2024-03-04 21:00:00,45.38
2024-03-04 22:00:00,12.88
2024-03-04 23:00:00,10.92
2024-03-05 00:00:00,9.94
2024-03-05 01:00:00,9.12
2024-03-05 02:00:00,9.59
2024-03-05 03:00:00,9.95
2024-03-05 04:00:00,10.7
2024-03-05 05:00:00,11.89
2024-03-05 06:00:00,10.26
2024-03-05 07:00:00,13.52
2024-03-05 08:00:00,21.91
2024-03-05 09:00:00,29.18
2024-03-05 10:00:00,29.27
2024-03-05 11:00:00,31.43
2024-03-05 12:00:00,29.23
2024-03-05 13:00:00,35.57
2024-03-05 14:00:00,33.47
2024-03-05 15:00:00,37.41
2024-03-05 16:00:00,30.4
2024-03-05 17:00:00,38.44
2024-03-05 18:00:00,48.93
2024-03-05 19:00:00,48.63
2024-03-05 20:00:00,43.7
2024-03-05 21:00:00,37.53
2024-03-05 22:00:00,13.47
2024-03-05 23:00:00,9.24
2024-03-06 00:00:00,9.22
2024-03-06 01:00:00,8.7
2024-03-06 02:00:00,9.56
2024-03-06 03:00:00,9.63
2024-03-06 04:00:00,10.64
2024-03-06 05:00:00,11.37
2024-03-06 06:00:00,10.61
2024-03-06 07:00:00,14.03
2024-03-06 08:00:00,22.01
2024-03-06 09:00:00,27.61
2024-03-06 10:00:00,29.28
2024-03-06 11:00:00,31.89
2024-03-06 12:00:00,33.48
2024-03-06 13:00:00,40.59
2024-03-06 14:00:00,35.22
2024-03-06 15:00:00,33.94
2024-03-06 16:00:00,33.09
2024-03-06 17:00:00,47.66
2024-03-06 18:00:00,54.93
2024-03-06 19:00:00,52.55
2024-03-06 20:00:00,49.05
2024-03-06 21:00:00,41.25
2024-03-06 22:00:00,14.27
2024-03-06 23:00:00,10.88
2024-03-07 00:00:00,10.2
2024-03-07 01:00:00,9.94
2024-03-07 02:00:00,11.59
2024-03-07 03:00:00,12.02
2024-03-07 04:00:00,11.82
2024-03-07 05:00:00,12.46
2024-03-07 06:00:00,11.02
2024-03-07 07:00:00,12.42
2024-03-07 08:00:00,21.32
2024-03-07 09:00:00,26.5
2024-03-07 10:00:00,27.99
2024-03-07 11:00:00,29.48
2024-03-07 12:00:00,30.53
2024-03-07 13:00:00,36.87
2024-03-07 14:00:00,36.35
2024-03-07 15:00:00,31.06
2024-03-07 16:00:00,29.82
2024-03-07 17:00:00,45.65
2024-03-07 18:00:00,53.29
2024-03-07 19:00:00,53.74
2024-03-07 20:00:00,49.72
2024-03-07 21:00:00,42.26
2024-03-07 22:00:00,12.63
2024-03-07 23:00:00,10.22
2024-03-08 00:00:00,10.14
2024-03-08 01:00:00,10.0
2024-03-08 02:00:00,10.14
2024-03-08 03:00:00,10.42
2024-03-08 04:00:00,11.91
2024-03-08 05:00:00,12.27
2024-03-08 06:00:00,10.97
2024-03-08 07:00:00,16.2
2024-03-08 08:00:00,34.81
2024-03-08 09:00:00,38.51
2024-03-08 10:00:00,38.88
2024-03-08 11:00:00,40.51
2024-03-08 12:00:00,42.07
2024-03-08 13:00:00,43.8
2024-03-08 14:00:00,43.36
2024-03-08 15:00:00,41.43
2024-03-08 16:00:00,40.52
2024-03-08 17:00:00,40.78
2024-03-08 18:00:00,38.43
2024-03-08 19:00:00,36.56
2024-03-08 20:00:00,33.1
2024-03-08 21:00:00,29.21
2024-03-08 22:00:00,12.95
2024-03-08 23:00:00,10.98
2024-03-09 00:00:00,10.85
2024-03-09 01:00:00,10.32
2024-03-09 02:00:00,10.54
2024-03-09 03:00:00,10.57
2024-03-09 04:00:00,12.01
2024-03-09 05:00:00,12.3
2024-03-09 06:00:00,11.09
2024-03-09 07:00:00,16.76
2024-03-09 08:00:00,48.35
2024-03-09 09:00:00,57.44
2024-03-09 10:00:00,59.62
2024-03-09 11:00:00,59.74
2024-03-09 12:00:00,59.02
2024-03-09 13:00:00,56.61
2024-03-09 14:00:00,57.92
2024-03-09 15:00:00,58.82
2024-03-09 16:00:00,47.47
2024-03-09 17:00:00,39.65
2024-03-09 18:00:00,23.87
2024-03-09 19:00:00,15.18
2024-03-09 20:00:00,15.54
2024-03-09 21:00:00,15.31
2024-03-09 22:00:00,10.25
2024-03-09 23:00:00,9.63
2024-03-10 00:00:00,9.29
2024-03-10 01:00:00,8.88
2024-03-10 02:00:00,9.19
2024-03-10 03:00:00,9.67
2024-03-10 04:00:00,10.89
2024-03-10 05:00:00,11.16
2024-03-10 06:00:00,10.13
2024-03-10 07:00:00,15.45
2024-03-10 08:00:00,30.22
2024-03-10 09:00:00,33.48
2024-03-10 10:00:00,33.06
2024-03-10 11:00:00,35.27
2024-03-10 12:00:00,33.28
2024-03-10 13:00:00,30.34
2024-03-10 14:00:00,30.8
2024-03-10 15:00:00,31.68
2024-03-10 16:00:00,31.18
2024-03-10 17:00:00,24.96
2024-03-10 18:00:00,15.03
2024-03-10 19:00:00,14.73
2024-03-10 20:00:00,14.77
2024-03-10 21:00:00,13.9
2024-03-10 22:00:00,9.84
2024-03-10 23:00:00,9.11
2024-03-11 00:00:00,9.37
2024-03-11 01:00:00,8.97
2024-03-11 02:00:00,9.37
2024-03-11 03:00:00,9.73
2024-03-11 04:00:00,11.12
2024-03-11 05:00:00,11.31
2024-03-11 06:00:00,10.18
2024-03-11 07:00:00,13.48
2024-03-11 08:00:00,21.57
2024-03-11 09:00:00,25.0
2024-03-11 10:00:00,27.43
2024-03-11 11:00:00,31.28
2024-03-11 12:00:00,32.63
2024-03-11 13:00:00,38.13
2024-03-11 14:00:00,36.59
2024-03-11 15:00:00,35.67
2024-03-11 16:00:00,33.73
2024-03-11 17:00:00,49.66
2024-03-11 18:00:00,54.17
2024-03-11 19:00:00,52.85
2024-03-11 20:00:00,51.0
2024-03-11 21:00:00,44.06
2024-03-11 22:00:00,13.15
2024-03-11 23:00:00,11.89
2024-03-12 00:00:00,11.18
2024-03-12 01:00:00,10.79
2024-03-12 02:00:00,11.18
2024-03-12 03:00:00,11.61
2024-03-12 04:00:00,12.65
2024-03-12 05:00:00,12.94
2024-03-12 06:00:00,13.37
2024-03-12 07:00:00,17.26
2024-03-12 08:00:00,30.56
2024-03-12 09:00:00,32.78
2024-03-12 10:00:00,35.53
2024-03-12 11:00:00,37.76
2024-03-12 12:00:00,33.57
2024-03-12 13:00:00,41.22
2024-03-12 14:00:00,37.83
2024-03-12 15:00:00,35.12
2024-03-12 16:00:00,34.33
2024-03-12 17:00:00,43.62
2024-03-12 18:00:00,46.63
2024-03-12 19:00:00,46.37
2024-03-12 20:00:00,42.49
2024-03-12 21:00:00,37.82
2024-03-12 22:00:00,14.05
2024-03-12 23:00:00,9.81
2024-03-13 00:00:00,9.6
2024-03-13 01:00:00,9.34
2024-03-13 02:00:00,9.74
2024-03-13 03:00:00,9.97
2024-03-13 04:00:00,10.86
2024-03-13 05:00:00,11.95
2024-03-13 06:00:00,10.48
2024-03-13 07:00:00,14.2
2024-03-13 08:00:00,22.4
2024-03-13 09:00:00,28.55
2024-03-13 10:00:00,31.14
2024-03-13 11:00:00,33.16
2024-03-13 12:00:00,33.61
2024-03-13 13:00:00,39.61
2024-03-13 14:00:00,38.44
2024-03-13 15:00:00,34.84
2024-03-13 16:00:00,32.46
2024-03-13 17:00:00,49.56
2024-03-13 18:00:00,56.86
2024-03-13 19:00:00,57.46
2024-03-13 20:00:00,57.0
2024-03-13 21:00:00,48.96
2024-03-13 22:00:00,12.64
2024-03-13 23:00:00,9.97
2024-03-14 00:00:00,9.24
2024-03-14 01:00:00,8.74
2024-03-14 02:00:00,8.91
2024-03-14 03:00:00,9.21
2024-03-14 04:00:00,10.68
2024-03-14 05:00:00,10.87
2024-03-14 06:00:00,9.78
2024-03-14 07:00:00,15.53
2024-03-14 08:00:00,30.75
2024-03-14 09:00:00,34.14
2024-03-14 10:00:00,34.93
2024-03-14 11:00:00,38.22
2024-03-14 12:00:00,43.72
2024-03-14 13:00:00,49.31
2024-03-14 14:00:00,46.77
2024-03-14 15:00:00,41.81
2024-03-14 16:00:00,32.26
2024-03-14 17:00:00,43.43
2024-03-14 18:00:00,50.7
2024-03-14 19:00:00,51.75
2024-03-14 20:00:00,47.07
2024-03-14 21:00:00,41.16
2024-03-14 22:00:00,11.86
2024-03-14 23:00:00,9.31
2024-03-15 00:00:00,8.7
2024-03-15 01:00:00,8.72
2024-03-15 02:00:00,8.89
2024-03-15 03:00:00,9.26
2024-03-15 04:00:00,10.49
2024-03-15 05:00:00,10.86
2024-03-15 06:00:00,9.85
2024-03-15 07:00:00,16.1
2024-03-15 08:00:00,33.81
2024-03-15 09:00:00,39.85
2024-03-15 10:00:00,39.53
2024-03-15 11:00:00,43.03
2024-03-15 12:00:00,42.97
2024-03-15 13:00:00,45.81
2024-03-15 14:00:00,44.81
2024-03-15 15:00:00,46.16
2024-03-15 16:00:00,43.9
2024-03-15 17:00:00,35.01
2024-03-15 18:00:00,36.31
2024-03-15 19:00:00,35.38
2024-03-15 20:00:00,31.93
2024-03-15 21:00:00,28.28
2024-03-15 22:00:00,11.37
2024-03-15 23:00:00,9.86
2024-03-16 00:00:00,9.38
2024-03-16 01:00:00,8.6
2024-03-16 02:00:00,8.99
2024-03-16 03:00:00,9.45
2024-03-16 04:00:00,10.5
2024-03-16 05:00:00,10.97
2024-03-16 06:00:00,9.71
2024-03-16 07:00:00,16.6
2024-03-16 08:00:00,53.59
2024-03-16 09:00:00,65.71
2024-03-16 10:00:00,68.95
2024-03-16 11:00:00,71.23
2024-03-16 12:00:00,67.56
2024-03-16 13:00:00,68.5
2024-03-16 14:00:00,68.6
2024-03-16 15:00:00,70.73
2024-03-16 16:00:00,55.81
2024-03-16 17:00:00,37.14
2024-03-16 18:00:00,18.29
2024-03-16 19:00:00,14.96
2024-03-16 20:00:00,14.55
2024-03-16 21:00:00,14.03
2024-03-16 22:00:00,10.43
2024-03-16 23:00:00,9.05
2024-03-17 00:00:00,8.82
2024-03-17 01:00:00,8.41
2024-03-17 02:00:00,9.25
2024-03-17 03:00:00,9.74
2024-03-17 04:00:00,10.87
2024-03-17 05:00:00,10.87
2024-03-17 06:00:00,9.71
2024-03-17 07:00:00,17.78
2024-03-17 08:00:00,35.29
2024-03-17 09:00:00,37.8
2024-03-17 10:00:00,39.49
2024-03-17 11:00:00,45.08
2024-03-17 12:00:00,44.56
2024-03-17 13:00:00,44.85
2024-03-17 14:00:00,43.39
2024-03-17 15:00:00,39.56
2024-03-17 16:00:00,35.38
2024-03-17 17:00:00,25.35
2024-03-17 18:00:00,15.02
2024-03-17 19:00:00,14.19
2024-03-17 20:00:00,16.66
2024-03-17 21:00:00,15.01
2024-03-17 22:00:00,9.87
2024-03-17 23:00:00,8.53
2024-03-18 00:00:00,8.86
2024-03-18 01:00:00,8.44
2024-03-18 02:00:00,9.12
2024-03-18 03:00:00,9.58
2024-03-18 04:00:00,10.64
2024-03-18 05:00:00,11.0
2024-03-18 06:00:00,9.92
2024-03-18 07:00:00,12.49
2024-03-18 08:00:00,22.65
2024-03-18 09:00:00,25.89
2024-03-18 10:00:00,26.58
2024-03-18 11:00:00,28.99
2024-03-18 12:00:00,30.88
2024-03-18 13:00:00,37.09
2024-03-18 14:00:00,37.58
2024-03-18 15:00:00,35.71
2024-03-18 16:00:00,30.85
2024-03-18 17:00:00,43.04
2024-03-18 18:00:00,53.74
2024-03-18 19:00:00,56.53
2024-03-18 20:00:00,51.85
2024-03-18 21:00:00,40.28
2024-03-18 22:00:00,11.5
2024-03-18 23:00:00,9.97
2024-03-19 00:00:00,9.34
2024-03-19 01:00:00,8.99
2024-03-19 02:00:00,9.25
2024-03-19 03:00:00,9.06
2024-03-19 04:00:00,10.76
2024-03-19 05:00:00,11.35
2024-03-19 06:00:00,9.89
2024-03-19 07:00:00,13.24
2024-03-19 08:00:00,21.82
2024-03-19 09:00:00,26.38
2024-03-19 10:00:00,28.09
2024-03-19 11:00:00,37.35
2024-03-19 12:00:00,35.36
2024-03-19 13:00:00,41.85
2024-03-19 14:00:00,41.21
2024-03-19 15:00:00,37.25
2024-03-19 16:00:00,36.68
2024-03-19 17:00:00,41.83
2024-03-19 18:00:00,46.36
2024-03-19 19:00:00,47.42
2024-03-19 20:00:00,44.94
2024-03-19 21:00:00,39.81
2024-03-19 22:00:00,12.83
2024-03-19 23:00:00,9.46
2024-03-20 00:00:00,9.14
2024-03-20 01:00:00,8.95
2024-03-20 02:00:00,9.2
2024-03-20 03:00:00,9.62
2024-03-20 04:00:00,10.83
2024-03-20 05:00:00,11.2
2024-03-20 06:00:00,9.82
2024-03-20 07:00:00,12.55
2024-03-20 08:00:00,20.81
2024-03-20 09:00:00,26.21
2024-03-20 10:00:00,28.96
2024-03-20 11:00:00,31.93
2024-03-20 12:00:00,32.05
2024-03-20 13:00:00,41.36
2024-03-20 14:00:00,38.31
2024-03-20 15:00:00,35.11
2024-03-20 16:00:00,35.54
2024-03-20 17:00:00,46.98
2024-03-20 18:00:00,57.5
2024-03-20 19:00:00,54.54
2024-03-20 20:00:00,52.4
2024-03-20 21:00:00,43.56
2024-03-20 22:00:00,13.0
2024-03-20 23:00:00,10.0
2024-03-21 00:00:00,9.19
2024-03-21 01:00:00,8.75
2024-03-21 02:00:00,9.23
2024-03-21 03:00:00,10.56
2024-03-21 04:00:00,12.57
2024-03-21 05:00:00,11.29
2024-03-21 06:00:00,9.7
2024-03-21 07:00:00,14.32
2024-03-21 08:00:00,26.46
2024-03-21 09:00:00,30.18
2024-03-21 10:00:00,33.57
2024-03-21 11:00:00,42.51
2024-03-21 12:00:00,45.05
2024-03-21 13:00:00,48.53
2024-03-21 14:00:00,46.33
2024-03-21 15:00:00,46.12
2024-03-21 16:00:00,46.99
2024-03-21 17:00:00,50.31
2024-03-21 18:00:00,54.35
2024-03-21 19:00:00,54.89
2024-03-21 20:00:00,49.29
2024-03-21 21:00:00,42.98
2024-03-21 22:00:00,12.3
2024-03-21 23:00:00,9.83
2024-03-22 00:00:00,9.42
2024-03-22 01:00:00,9.24
2024-03-22 02:00:00,9.6
2024-03-22 03:00:00,9.83
2024-03-22 04:00:00,10.67
2024-03-22 05:00:00,11.26
2024-03-22 06:00:00,10.05
2024-03-22 07:00:00,13.83
2024-03-22 08:00:00,37.37
2024-03-22 09:00:00,45.31
2024-03-22 10:00:00,44.34
2024-03-22 11:00:00,44.98
2024-03-22 12:00:00,51.6
2024-03-22 13:00:00,57.31
2024-03-22 14:00:00,55.41
2024-03-22 15:00:00,54.03
2024-03-22 16:00:00,49.59
2024-03-22 17:00:00,48.27
2024-03-22 18:00:00,49.09
2024-03-22 19:00:00,47.97
2024-03-22 20:00:00,44.09
2024-03-22 21:00:00,37.99
2024-03-22 22:00:00,12.91
2024-03-22 23:00:00,10.27
2024-03-23 00:00:00,10.09
2024-03-23 01:00:00,9.86
2024-03-23 02:00:00,10.34
2024-03-23 03:00:00,10.26
2024-03-23 04:00:00,11.43
2024-03-23 05:00:00,12.04
2024-03-23 06:00:00,10.56
2024-03-23 07:00:00,18.57
2024-03-23 08:00:00,62.75
2024-03-23 09:00:00,82.88
2024-03-23 10:00:00,86.15
2024-03-23 11:00:00,88.47
2024-03-23 12:00:00,87.79
2024-03-23 13:00:00,89.7
2024-03-23 14:00:00,90.79
2024-03-23 15:00:00,92.06
2024-03-23 16:00:00,70.22
2024-03-23 17:00:00,55.65
2024-03-23 18:00:00,26.45
2024-03-23 19:00:00,17.15
2024-03-23 20:00:00,16.42
2024-03-23 21:00:00,15.27
2024-03-23 22:00:00,10.67
2024-03-23 23:00:00,9.17
2024-03-24 00:00:00,9.56
2024-03-24 01:00:00,8.77
2024-03-24 02:00:00,9.84
2024-03-24 03:00:00,12.5
2024-03-24 04:00:00,11.53
2024-03-24 05:00:00,11.16
2024-03-24 06:00:00,10.53
2024-03-24 07:00:00,15.16
2024-03-24 08:00:00,32.5
2024-03-24 09:00:00,32.96
2024-03-24 10:00:00,37.75
2024-03-24 11:00:00,42.09
2024-03-24 12:00:00,47.48
2024-03-24 13:00:00,50.05
2024-03-24 14:00:00,46.98
2024-03-24 15:00:00,42.55
2024-03-24 16:00:00,39.37
2024-03-24 17:00:00,27.1
2024-03-24 18:00:00,15.86
2024-03-24 19:00:00,16.08
2024-03-24 20:00:00,15.61
2024-03-24 21:00:00,14.72
2024-03-24 22:00:00,10.69
2024-03-24 23:00:00,9.93
2024-03-25 00:00:00,9.12
2024-03-25 01:00:00,9.0
2024-03-25 02:00:00,9.45
2024-03-25 03:00:00,9.71
2024-03-25 04:00:00,12.01
2024-03-25 05:00:00,11.33
2024-03-25 06:00:00,11.15
2024-03-25 07:00:00,15.23
2024-03-25 08:00:00,26.83
2024-03-25 09:00:00,42.71
2024-03-25 10:00:00,48.93
2024-03-25 11:00:00,52.37
2024-03-25 12:00:00,43.95
2024-03-25 13:00:00,57.89
2024-03-25 14:00:00,57.72
2024-03-25 15:00:00,58.44
2024-03-25 16:00:00,51.13
2024-03-25 17:00:00,76.64
2024-03-25 18:00:00,95.0
2024-03-25 19:00:00,90.64
2024-03-25 20:00:00,84.01
2024-03-25 21:00:00,67.94
2024-03-25 22:00:00,12.23
2024-03-25 23:00:00,9.44
2024-03-26 00:00:00,9.04
2024-03-26 01:00:00,8.53
2024-03-26 02:00:00,10.09
2024-03-26 03:00:00,9.66
2024-03-26 04:00:00,11.17
2024-03-26 05:00:00,11.3
2024-03-26 06:00:00,10.56
2024-03-26 07:00:00,12.86
2024-03-26 08:00:00,36.98
2024-03-26 09:00:00,42.61
2024-03-26 10:00:00,41.89
2024-03-26 11:00:00,44.74
2024-03-26 12:00:00,41.27
2024-03-26 13:00:00,45.83
2024-03-26 14:00:00,46.5
2024-03-26 15:00:00,45.0
2024-03-26 16:00:00,41.53
2024-03-26 17:00:00,47.5
2024-03-26 18:00:00,47.49
2024-03-26 19:00:00,48.41
2024-03-26 20:00:00,45.45
2024-03-26 21:00:00,39.67
2024-03-26 22:00:00,12.69
2024-03-26 23:00:00,9.51
2024-03-27 00:00:00,9.25
2024-03-27 01:00:00,8.92
2024-03-27 02:00:00,9.55
2024-03-27 03:00:00,9.72
2024-03-27 04:00:00,10.86
2024-03-27 05:00:00,10.98
2024-03-27 06:00:00,9.75
2024-03-27 07:00:00,14.06
2024-03-27 08:00:00,20.92
2024-03-27 09:00:00,26.78
2024-03-27 10:00:00,30.4
2024-03-27 11:00:00,37.03
2024-03-27 12:00:00,39.52
2024-03-27 13:00:00,46.27
2024-03-27 14:00:00,47.46
2024-03-27 15:00:00,49.28
2024-03-27 16:00:00,46.27
2024-03-27 17:00:00,58.0
2024-03-27 18:00:00,66.09
2024-03-27 19:00:00,61.09
2024-03-27 20:00:00,60.24
2024-03-27 21:00:00,48.97
2024-03-27 22:00:00,12.6
2024-03-27 23:00:00,9.93
2024-03-28 00:00:00,9.28
2024-03-28 01:00:00,8.75
2024-03-28 02:00:00,9.19
2024-03-28 03:00:00,9.32
2024-03-28 04:00:00,10.61
2024-03-28 05:00:00,11.21
2024-03-28 06:00:00,10.83
2024-03-28 07:00:00,31.95
2024-03-28 08:00:00,48.68
2024-03-28 09:00:00,54.34
2024-03-28 10:00:00,58.54
2024-03-28 11:00:00,62.25
2024-03-28 12:00:00,66.1
2024-03-28 13:00:00,71.29
2024-03-28 14:00:00,76.13
2024-03-28 15:00:00,77.56
2024-03-28 16:00:00,73.06
2024-03-28 17:00:00,80.42
2024-03-28 18:00:00,79.52
2024-03-28 19:00:00,76.14
2024-03-28 20:00:00,69.32
2024-03-28 21:00:00,56.53
2024-03-28 22:00:00,15.33
2024-03-28 23:00:00,10.73
2024-03-29 00:00:00,10.77
2024-03-29 01:00:00,10.17
2024-03-29 02:00:00,10.66
2024-03-29 03:00:00,11.43
2024-03-29 04:00:00,14.16
2024-03-29 05:00:00,12.56
2024-03-29 06:00:00,11.36
2024-03-29 07:00:00,15.06
2024-03-29 08:00:00,24.64
2024-03-29 09:00:00,45.31
2024-03-29 10:00:00,44.34
2024-03-29 11:00:00,44.98
2024-03-29 12:00:00,51.6
2024-03-29 13:00:00,57.31
2024-03-29 14:00:00,55.41
2024-03-29 15:00:00,54.03
2024-03-29 16:00:00,49.59
2024-03-29 17:00:00,48.27
2024-03-29 18:00:00,49.09
2024-03-29 19:00:00,47.97
2024-03-29 20:00:00,44.09
2024-03-29 21:00:00,37.99
2024-03-29 22:00:00,12.91
2024-03-29 23:00:00,10.27
2024-03-30 00:00:00,10.09
2024-03-30 01:00:00,9.86
2024-03-30 02:00:00,10.34
2024-03-30 03:00:00,10.26
2024-03-30 04:00:00,11.43
2024-03-30 05:00:00,12.04
2024-03-30 06:00:00,10.56
2024-03-30 07:00:00,18.57
2024-03-30 08:00:00,62.75
2024-03-30 09:00:00,82.88
2024-03-30 10:00:00,86.15
2024-03-30 11:00:00,88.47
2024-03-30 12:00:00,87.79
2024-03-30 13:00:00,89.7
2024-03-30 14:00:00,90.79
2024-03-30 15:00:00,92.06
2024-03-30 16:00:00,70.22
2024-03-30 17:00:00,55.65
2024-03-30 18:00:00,26.45
2024-03-30 19:00:00,17.15
2024-03-30 20:00:00,16.42
2024-03-30 21:00:00,15.27
2024-03-30 22:00:00,10.67
2024-03-30 23:00:00,9.17
2024-03-31 00:00:00,9.56
2024-03-31 01:00:00,8.77
2024-03-31 02:00:00,9.84
2024-03-31 03:00:00,12.5
2024-03-31 04:00:00,11.53
2024-03-31 05:00:00,11.16
2024-03-31 06:00:00,10.53
2024-03-31 07:00:00,15.16
2024-03-31 08:00:00,32.5
2024-03-31 09:00:00,32.96
2024-03-31 10:00:00,37.75
2024-03-31 11:00:00,42.09
2024-03-31 12:00:00,47.48
2024-03-31 13:00:00,50.05
2024-03-31 14:00:00,46.98
2024-03-31 15:00:00,42.55
2024-03-31 16:00:00,39.37
2024-03-31 17:00:00,27.1
2024-03-31 18:00:00,15.86
2024-03-31 19:00:00,16.08
2024-03-31 20:00:00,15.61
2024-03-31 21:00:00,14.72
2024-03-31 22:00:00,10.69
2024-03-31 23:00:00,9.93
2024-04-01 00:00:00,9.12
2024-04-01 01:00:00,9.0
2024-04-01 02:00:00,9.45
2024-04-01 03:00:00,9.71
2024-04-01 04:00:00,12.01
2024-04-01 05:00:00,11.33
2024-04-01 06:00:00,11.15
2024-04-01 07:00:00,15.23
2024-04-01 08:00:00,26.83
2024-04-01 09:00:00,42.71
2024-04-01 10:00:00,48.93
2024-04-01 11:00:00,52.37
2024-04-01 12:00:00,43.95
2024-04-01 13:00:00,57.89
2024-04-01 14:00:00,57.72
2024-04-01 15:00:00,58.44
2024-04-01 16:00:00,51.13
2024-04-01 17:00:00,76.64
2024-04-01 18:00:00,95.0
2024-04-01 19:00:00,90.64
2024-04-01 20:00:00,84.01
2024-04-01 21:00:00,67.94
2024-04-01 22:00:00,12.23
2024-04-01 23:00:00,9.44
2024-04-02 00:00:00,9.04
2024-04-02 01:00:00,8.53
2024-04-02 02:00:00,10.09
2024-04-02 03:00:00,9.66
2024-04-02 04:00:00,11.17
2024-04-02 05:00:00,11.3
2024-04-02 06:00:00,10.56
2024-04-02 07:00:00,12.86
2024-04-02 08:00:00,36.98
2024-04-02 09:00:00,42.61
2024-04-02 10:00:00,41.89
2024-04-02 11:00:00,44.74
2024-04-02 12:00:00,41.27
2024-04-02 13:00:00,45.83
2024-04-02 14:00:00,46.5
2024-04-02 15:00:00,36.38
2024-04-02 16:00:00,38.59
2024-04-02 17:00:00,46.36
2024-04-02 18:00:00,53.83
2024-04-02 19:00:00,53.43
2024-04-02 20:00:00,47.21
2024-04-02 21:00:00,43.65
2024-04-02 22:00:00,14.64
2024-04-02 23:00:00,9.44
2024-04-03 00:00:00,8.96
2024-04-03 01:00:00,9.02
2024-04-03 02:00:00,9.38
2024-04-03 03:00:00,9.76
2024-04-03 04:00:00,10.91
2024-04-03 05:00:00,11.04
2024-04-03 06:00:00,9.93
2024-04-03 07:00:00,14.04
2024-04-03 08:00:00,23.29
2024-04-03 09:00:00,28.73
2024-04-03 10:00:00,31.99
2024-04-03 11:00:00,42.14
2024-04-03 12:00:00,40.8
2024-04-03 13:00:00,46.13
2024-04-03 14:00:00,47.07
2024-04-03 15:00:00,46.96
2024-04-03 16:00:00,47.05
2024-04-03 17:00:00,60.63
2024-04-03 18:00:00,65.04
2024-04-03 19:00:00,62.58
2024-04-03 20:00:00,57.66
2024-04-03 21:00:00,50.64
2024-04-03 22:00:00,12.16
2024-04-03 23:00:00,10.23
2024-04-04 00:00:00,10.14
2024-04-04 01:00:00,9.37
2024-04-04 02:00:00,9.5
2024-04-04 03:00:00,9.72
2024-04-04 04:00:00,11.62
2024-04-04 05:00:00,11.38
2024-04-04 06:00:00,10.33
2024-04-04 07:00:00,19.51
2024-04-04 08:00:00,44.36
2024-04-04 09:00:00,46.08
2024-04-04 10:00:00,49.79
2024-04-04 11:00:00,58.99
2024-04-04 12:00:00,57.73
2024-04-04 13:00:00,71.1
2024-04-04 14:00:00,77.2
2024-04-04 15:00:00,73.07
2024-04-04 16:00:00,61.93
2024-04-04 17:00:00,53.67
2024-04-04 18:00:00,51.23
2024-04-04 19:00:00,50.67
2024-04-04 20:00:00,44.99
2024-04-04 21:00:00,39.0
2024-04-04 22:00:00,12.76
2024-04-04 23:00:00,10.51
2024-04-05 00:00:00,10.12
2024-04-05 01:00:00,9.78
2024-04-05 02:00:00,10.4
2024-04-05 03:00:00,10.82
2024-04-05 04:00:00,11.35
2024-04-05 05:00:00,12.27
2024-04-05 06:00:00,11.49
2024-04-05 07:00:00,19.34
2024-04-05 08:00:00,49.33
2024-04-05 09:00:00,56.58
2024-04-05 10:00:00,61.47
2024-04-05 11:00:00,65.23
2024-04-05 12:00:00,68.57
2024-04-05 13:00:00,76.36
2024-04-05 14:00:00,68.75
2024-04-05 15:00:00,62.55
2024-04-05 16:00:00,52.58
2024-04-05 17:00:00,61.11
2024-04-05 18:00:00,72.73
2024-04-05 19:00:00,64.59
2024-04-05 20:00:00,64.05
2024-04-05 21:00:00,48.66
2024-04-05 22:00:00,13.76
2024-04-05 23:00:00,11.24
2024-04-06 00:00:00,11.48
2024-04-06 01:00:00,10.94
2024-04-06 02:00:00,11.39
2024-04-06 03:00:00,11.72
2024-04-06 04:00:00,13.02
2024-04-06 05:00:00,12.59
2024-04-06 06:00:00,11.9
2024-04-06 07:00:00,19.85
2024-04-06 08:00:00,93.43
2024-04-06 09:00:00,102.07
2024-04-06 10:00:00,112.22
2024-04-06 11:00:00,109.97
